IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160000631,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/01/2016 00:00,02:38,KIBRA,NONE,100 Block of TAYLOR ST,36.79286957,-1.309319012,"(37.7836952269749, -122.410791677645)",1.6E+13
160000647,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,01/01/2016 00:00,02:26,EMBAKASI,NONE,1400 Block of VANNESS AV,36.79286957,-1.309319012,"(37.7886856403573, -122.422163486157)",1.6E+13
160019002,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,01/07/2016 00:00,21:39,WESTLANDS,NONE,1300 Block of STOCKTON ST,36.78462982,-1.239984981,"(37.7981171266965, -122.408646942187)",1.6E+13
160019046,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,01/07/2016 00:00,21:27,KAMUKUNJI,"ARREST, BOOKED",1400 Block of KANSAS ST,36.85466766,-1.275338705,"(37.7512533511923, -122.402316839735)",1.6E+13
160019046,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,01/07/2016 00:00,21:27,KAMUKUNJI,"ARREST, BOOKED",1400 Block of KANSAS ST,36.85466766,-1.275338705,"(37.7512533511923, -122.402316839735)",1.6E+13
160019052,MISSING PERSON,MISSING ADULT,Sunday,01/03/2016 00:00,12:00,KIBRA,NONE,100 Block of HYDE ST,36.79286957,-1.309319012,"(37.7821198488931, -122.415669661443)",1.6E+13
160021160,OTHER OFFENSES,MASSAGE ESTABLISHMENT PERMIT VIOLATION,Friday,01/08/2016 00:00,12:00,WESTLANDS,"ARREST, BOOKED",300 Block of KEARNY ST,36.78462982,-1.239984981,"(37.7912255174119, -122.404195424821)",1.6E+13
160021364,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Friday,01/08/2016 00:00,11:30,ROYSAMBU,NONE,3600 Block of ALEMANY BL,36.86496735,-1.222822808,"(37.7115651552421, -122.464545672378)",1.6E+13
160031131,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/10/2016 00:00,19:00,MATHARE,NONE,0 Block of CARVER ST,36.86187744,-1.257147043,"(37.7421796060925, -122.410103465491)",1.6E+13
160031131,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Sunday,01/10/2016 00:00,19:00,MATHARE,NONE,0 Block of CARVER ST,36.86187744,-1.257147043,"(37.7421796060925, -122.410103465491)",1.6E+13
160032305,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Thursday,01/07/2016 00:00,19:30,LANGATA,NONE,1200 Block of 5TH AV,36.80488586,-1.351193098,"(37.7656388816677, -122.462059943885)",1.6E+13
160032402,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,01/12/2016 00:00,17:11,KIBRA,"ARREST, BOOKED",100 Block of OFARRELL ST,36.79286957,-1.309319012,"(37.7865647607685, -122.407244087032)",1.6E+13
160192294,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/04/2016 00:00,23:10,WESTLANDS,NONE,SANSOME ST / VALLEJO ST,36.78462982,-1.239984981,"(37.7993831220076, -122.402423032514)",1.6E+13
160192432,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,03/05/2016 00:00,22:16,MATHARE,NONE,3200 Block of FOLSOM ST,36.86187744,-1.257147043,"(37.7459346721114, -122.413521382854)",1.6E+13
160192620,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,03/06/2016 00:00,01:50,WESTLANDS,NONE,400 Block of BROADWAY ST,36.78462982,-1.239984981,"(37.7980134745487, -122.405065483077)",1.6E+13
160019466,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016 00:00,01:50,DAGORETTI,"ARREST, BOOKED",800 Block of BRYANT ST,36.82170868,-1.27877108,"(37.775420706711, -122.403404791479)",1.6E+13
160019488,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/08/2016 00:00,01:57,ROYSAMBU,NONE,0 Block of APTOS AV,36.86496735,-1.222822808,"(37.7311677273197, -122.466039356401)",1.6E+13
160019494,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,01/08/2016 00:00,01:50,MAKADARA,NONE,400 Block of CAPP ST,36.87252045,-1.297305824,"(37.7594884557036, -122.417970955091)",1.6E+13
160019579,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016 00:00,03:18,ROYSAMBU,"ARREST, BOOKED",19TH AV / IRVING ST,36.86496735,-1.222822808,"(37.763558459678, -122.477172370751)",1.6E+13
160033193,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,01/12/2016 00:00,22:40,MAKADARA,"ARREST, BOOKED",2700 Block of 24TH ST,36.87252045,-1.297305824,"(37.7529905294566, -122.406813640773)",1.6E+13
160033585,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,01/13/2016 12:00:00 AM,04:18,MAKADARA,"ARREST, BOOKED",19TH ST / BRYANT ST,36.87252045,-1.297305824,"(37.7604853376207, -122.409997302682)",1.6E+13
160034276,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,01/13/2016 12:00:00 AM,10:09,MATHARE,NONE,3300 Block of MISSION ST,36.86187744,-1.257147043,"(37.7435550542265, -122.421128029505)",1.6E+13
160779773,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,09/25/2016 12:00:00 AM,18:45,EMBAKASI,NONE,1800 Block of FILLMORE ST,36.79286957,-1.309319012,"(37.7865706865797, -122.4332992124)",1.61E+13
160034408,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,01/13/2016 12:00:00 AM,09:00,DAGORETTI,"ARREST, BOOKED",1200 Block of MISSION ST,36.82170868,-1.27877108,"(37.7770436202636, -122.413583483648)",1.6E+13
160034458,OTHER OFFENSES,CONSPIRACY,Wednesday,01/13/2016 12:00:00 AM,11:44,MATHARE,NONE,2500 Block of ALEMANY BL,36.86187744,-1.257147043,"(37.7150634322987, -122.446639499125)",1.6E+13
160193703,NON-CRIMINAL,COURTESY REPORT,Saturday,02/20/2016 12:00:00 AM,13:00,MAKADARA,NONE,1800 Block of 15TH ST,36.87252045,-1.297305824,"(37.766322531621, -122.424723870424)",1.6E+13
160193731,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,03/06/2016 00:00,14:16,STAREHE,NONE,1800 Block of CABRILLO ST,36.70463562,-1.282889924,"(37.7747599131777, -122.478450170537)",1.6E+13
160342198,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,04/26/2016 12:00:00 AM,16:00,MAKADARA,NONE,600 Block of VALENCIA ST,36.87252045,-1.297305824,"(37.7627436601147, -122.421747650463)",1.6E+13
160342308,ASSAULT,THREATS AGAINST LIFE,Tuesday,04/26/2016 12:00:00 AM,15:45,DAGORETTI,"ARREST, BOOKED",900 Block of MISSION ST,36.82170868,-1.27877108,"(37.7815668300024, -122.40805253847)",1.6E+13
160342320,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,04/11/2016 00:00,13:12,EMBAKASI,NONE,2300 Block of BUCHANAN ST,36.79286957,-1.309319012,"(37.7915861161402, -122.430936488807)",1.6E+13
160342499,ASSAULT,BATTERY,Tuesday,04/26/2016 12:00:00 AM,17:09,DAGORETTI,NONE,1000 Block of HOWARD ST,36.82170868,-1.27877108,"(37.7785853155801, -122.408520791815)",1.6E+13
160020043,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,01/08/2016 00:00,07:46,MAKADARA,NONE,200 Block of SOUTH VAN NESS AV,36.87252045,-1.297305824,"(37.7695032506114, -122.417680776476)",1.6E+13
160020093,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016 00:00,10:23,KAMUKUNJI,NONE,DONNER AV / 3RD ST,36.85466766,-1.275338705,"(37.7247274082537, -122.394591456373)",1.6E+13
160020106,NON-CRIMINAL,AIDED CASE,Friday,01/08/2016 00:00,09:50,WESTLANDS,NONE,300 Block of DRUMM ST,36.78462982,-1.239984981,"(37.7968124488109, -122.396980823059)",1.6E+13
160020112,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/08/2016 00:00,10:17,KAMUKUNJI,"ARREST, BOOKED",1500 Block of 4TH ST,36.85466766,-1.275338705,"(37.7691765975179, -122.391093534351)",1.6E+13
160020134,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/07/2016 00:00,19:00,STAREHE,NONE,4700 Block of GEARY BL,36.70463562,-1.282889924,"(37.7806269247284, -122.470174478935)",1.6E+13
160020184,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,01/07/2016 00:00,03:00,DAGORETTI,NONE,100 Block of 11TH ST,36.82170868,-1.27877108,"(37.7733417484857, -122.415766785425)",1.6E+13
160020190,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,01/06/2016 00:00,19:00,STAREHE,NONE,700 Block of 38TH AV,36.70463562,-1.282889924,"(37.7747185410423, -122.498247230843)",1.6E+13
160020532,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016 00:00,07:30,MAKADARA,NONE,9TH ST / DIVISION ST,36.87252045,-1.297305824,"(37.7696597423213, -122.405942290896)",1.6E+13
120725318,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Saturday,08/27/2016 12:00:00 AM,17:30,STAREHE,UNFOUNDED,100 Block of 16TH AV,36.70463562,-1.282889924,"(37.7852294851953, -122.475505142311)",1.21E+13
120725318,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/27/2016 12:00:00 AM,17:30,STAREHE,UNFOUNDED,100 Block of 16TH AV,36.70463562,-1.282889924,"(37.7852294851953, -122.475505142311)",1.21E+13
120789988,RUNAWAY,RUNAWAY,Monday,05/16/2016 12:00:00 AM,00:41,MATHARE,NONE,WOOLSEY ST / UNIVERSITY ST,36.86187744,-1.257147043,"(37.7226585129212, -122.412469643631)",1.21E+13
120789988,MISSING PERSON,MISSING JUVENILE,Monday,05/16/2016 12:00:00 AM,00:41,MATHARE,NONE,WOOLSEY ST / UNIVERSITY ST,36.86187744,-1.257147043,"(37.7226585129212, -122.412469643631)",1.21E+13
160001037,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,01/01/2016 00:00,06:00,WESTLANDS,"ARREST, BOOKED",1000 Block of KEARNY ST,36.78462982,-1.239984981,"(37.7973086273284, -122.405432083507)",1.6E+13
160021198,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/08/2016 00:00,04:11,MATHARE,"ARREST, BOOKED",BADEN ST / JOOST AV,36.86187744,-1.257147043,"(37.7323679537752, -122.439749243454)",1.6E+13
160021320,SECONDARY CODES,JUVENILE INVOLVED,Friday,01/08/2016 00:00,16:00,DAGORETTI,"ARREST, BOOKED",800 Block of MARKET ST,36.82170868,-1.27877108,"(37.7841893501425, -122.407633520742)",1.6E+13
160021336,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016 00:00,16:26,DAGORETTI,NONE,800 Block of MARKET ST,36.82170868,-1.27877108,"(37.7852071918419, -122.406690592261)",1.6E+13
160021342,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016 00:00,16:28,MAKADARA,NONE,CESAR CHAVEZ ST / MISSION ST,36.87252045,-1.297305824,"(37.7481664083985, -122.418221946229)",1.6E+13
160737884,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/09/2016 00:00,22:00,LANGATA,NONE,SCOTT ST / HAYES ST,36.80488586,-1.351193098,"(37.7752055149785, -122.436130312825)",1.61E+13
160019949,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,01/07/2016 00:00,14:17,KAMUKUNJI,NONE,2400 Block of SAN BRUNO AV,36.85466766,-1.275338705,"(37.7307945918953, -122.404830420604)",1.6E+13
160019955,ASSAULT,THREATS AGAINST LIFE,Thursday,01/07/2016 00:00,15:27,WESTLANDS,NONE,200 Block of KEARNY ST,36.78462982,-1.239984981,"(37.790538993725, -122.403915681571)",1.6E+13
160019977,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,01/08/2016 00:00,08:45,MATHARE,"ARREST, BOOKED",100 Block of BROOKDALE AV,36.86187744,-1.257147043,"(37.71219982598, -122.420864146521)",1.6E+13
160019977,ASSAULT,FALSE IMPRISONMENT,Friday,01/08/2016 00:00,08:45,MATHARE,"ARREST, BOOKED",100 Block of BROOKDALE AV,36.86187744,-1.257147043,"(37.71219982598, -122.420864146521)",1.6E+13
160019977,KIDNAPPING,FALSE IMPRISONMENT,Friday,01/08/2016 00:00,08:45,MATHARE,"ARREST, BOOKED",100 Block of BROOKDALE AV,36.86187744,-1.257147043,"(37.71219982598, -122.420864146521)",1.6E+13
160019977,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/08/2016 00:00,08:45,MATHARE,"ARREST, BOOKED",100 Block of BROOKDALE AV,36.86187744,-1.257147043,"(37.71219982598, -122.420864146521)",1.6E+13
160019999,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,01/07/2016 00:00,15:20,DAGORETTI,NONE,700 Block of HOWARD ST,36.82170868,-1.27877108,"(37.7840888680389, -122.401560967513)",1.6E+13
160020009,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016 00:00,09:08,ROYSAMBU,NONE,200 Block of SHIELDS ST,36.86496735,-1.222822808,"(37.7178661251324, -122.46489903454)",1.6E+13
160206384,EXTORTION,EXTORTION,Thursday,03/10/2016 00:00,13:30,MAKADARA,NONE,2900 Block of 18TH ST,36.87252045,-1.297305824,"(37.7616166397327, -122.411574230927)",1.6E+13
160206390,WARRANTS,WARRANT ARREST,Friday,03/11/2016 00:00,03:03,KAMUKUNJI,"ARREST, BOOKED",2800 Block of 3RD ST,36.85466766,-1.275338705,"(37.7534536132263, -122.387954276497)",1.6E+13
160347273,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,04/27/2016 12:00:00 AM,18:00,DAGORETTI,NONE,900 Block of MINNA ST,36.82170868,-1.27877108,"(37.7743237451622, -122.41593235318)",1.6E+13
160348061,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,04/28/2016 12:00:00 AM,16:02,KIBRA,"ARREST, BOOKED",GOLDEN GATE AV / LARKIN ST,36.79286957,-1.309319012,"(37.781446350134, -122.417146843836)",1.6E+13
160353076,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Friday,04/29/2016 12:00:00 AM,23:40,DAGORETTI,NONE,1200 Block of MARKET ST,36.82170868,-1.27877108,"(37.7780245674641, -122.415444159886)",1.6E+13
160353082,MISSING PERSON,MISSING ADULT,Saturday,04/30/2016 12:00:00 AM,10:30,LANGATA,NONE,1400 Block of 7TH AV,36.80488586,-1.351193098,"(37.7613161836641, -122.464044777804)",1.6E+13
160353101,VEHICLE THEFT,STOLEN TRUCK,Friday,04/29/2016 12:00:00 AM,16:30,MAKADARA,NONE,23RD ST / SHOTWELL ST,36.87252045,-1.297305824,"(37.7540343111041, -122.41532199552)",1.6E+13
160354610,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/30/2016 12:00:00 AM,18:34,DAGORETTI,"ARREST, BOOKED",800 Block of MARKET ST,36.82170868,-1.27877108,"(37.7852071918419, -122.406690592261)",1.6E+13
160037048,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,01/14/2016 12:00:00 AM,03:45,MAKADARA,NONE,700 Block of FLORIDA ST,36.87252045,-1.297305824,"(37.7597588483627, -122.410827431438)",1.6E+13
160207809,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,03/11/2016 00:00,15:10,STAREHE,NONE,400 Block of 6TH AV,36.70463562,-1.282889924,"(37.7800332991006, -122.464279879446)",1.6E+13
160349279,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Thursday,04/28/2016 12:00:00 AM,22:59,DAGORETTI,"ARREST, BOOKED",FOLSOM ST / 5TH ST,36.82170868,-1.27877108,"(37.7802655777189, -122.403390364796)",1.6E+13
160352197,OTHER OFFENSES,PROBATION VIOLATION,Friday,04/29/2016 12:00:00 AM,22:18,DAGORETTI,"ARREST, BOOKED",4TH ST / MISSION ST,36.82170868,-1.27877108,"(37.7844788538745, -122.404270179486)",1.6E+13
160354892,TRESPASS,TRESPASSING,Saturday,04/30/2016 12:00:00 AM,20:50,DAGORETTI,NONE,600 Block of MISSION ST,36.82170868,-1.27877108,"(37.7870905204825, -122.400860907814)",1.6E+13
160354905,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,04/30/2016 12:00:00 AM,20:58,MATHARE,NONE,100 Block of WESTWOOD DR,36.86187744,-1.257147043,"(37.728396176831, -122.459182167415)",1.6E+13
160354905,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/30/2016 12:00:00 AM,20:58,MATHARE,NONE,100 Block of WESTWOOD DR,36.86187744,-1.257147043,"(37.728396176831, -122.459182167415)",1.6E+13
160356387,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,05/01/2016 00:00,13:11,MAKADARA,NONE,POTRERO AV / 15TH ST,36.87252045,-1.297305824,"(37.7670824029841, -122.407685897302)",1.6E+13
160001366,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/01/2016 00:00,11:50,MATHARE,NONE,200 Block of LAIDLEY ST,36.86187744,-1.257147043,"(37.7381718902343, -122.427951236033)",1.6E+13
160001388,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Friday,01/01/2016 00:00,11:15,MAKADARA,"ARREST, BOOKED",1500 Block of VALENCIA ST,36.87252045,-1.297305824,"(37.748520075538, -122.420247296449)",1.6E+13
160001388,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,01/01/2016 00:00,11:15,MAKADARA,"ARREST, BOOKED",1500 Block of VALENCIA ST,36.87252045,-1.297305824,"(37.748520075538, -122.420247296449)",1.6E+13
160001435,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/01/2016 00:00,10:28,STAREHE,NONE,600 Block of 7TH AV,36.70463562,-1.282889924,"(37.7762384154187, -122.464940040095)",1.6E+13
160021853,NON-CRIMINAL,TARASOFF REPORT,Monday,01/11/2016 00:00,07:30,MAKADARA,NONE,1000 Block of POTRERO AV,36.87252045,-1.297305824,"(37.7564864109309, -122.406539115148)",1.6E+13
160022099,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016 00:00,21:20,LANGATA,NONE,1000 Block of PIERCE ST,36.80488586,-1.351193098,"(37.7798647928492, -122.435312601584)",1.6E+13
160022118,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016 00:00,17:30,WESTLANDS,"ARREST, BOOKED",300 Block of POST ST,36.78462982,-1.239984981,"(37.7884486019705, -122.407612885387)",1.6E+13
160022146,ROBBERY,"ROBBERY, BODILY FORCE",Friday,01/08/2016 00:00,21:48,WESTLANDS,NONE,400 Block of JEFFERSON ST,36.78462982,-1.239984981,"(37.8076403511907, -122.419919493342)",1.6E+13
160022180,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016 00:00,21:15,DAGORETTI,NONE,2ND ST / BRYANT ST,36.82170868,-1.27877108,"(37.7830791191471, -122.393622739343)",1.6E+13
160217422,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,03/14/2016 12:00:00 AM,23:00,ROYSAMBU,NONE,2300 Block of 19TH AV,36.86496735,-1.222822808,"(37.743962321829, -122.475834301218)",1.6E+13
160355185,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,05/01/2016 00:00,00:10,EMBAKASI,NONE,POLK ST / CLAY ST,36.79286957,-1.309319012,"(37.7923840813812, -122.421056878203)",1.6E+13
160356014,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,05/01/2016 00:00,10:50,EMBAKASI,NONE,0 Block of MARINA BL,36.79286957,-1.309319012,"(37.8051625655624, -122.432957440518)",1.6E+13
160356359,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/28/2016 12:00:00 AM,18:40,MATHARE,NONE,300 Block of MOUNT VERNON AV,36.86187744,-1.257147043,"(37.7180823394209, -122.44775319966)",1.6E+13
160357335,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Sunday,05/01/2016 00:00,18:46,KAMUKUNJI,NONE,FAIRFAX AV / KEITH ST,36.85466766,-1.275338705,"(37.7381241839028, -122.381560759234)",1.6E+13
160357448,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Sunday,05/01/2016 00:00,19:50,EMBAKASI,"ARREST, BOOKED",FILLMORE ST / PINE ST,36.79286957,-1.309319012,"(37.7879507587225, -122.433648580485)",1.6E+13
160357448,OTHER OFFENSES,CONSPIRACY,Sunday,05/01/2016 00:00,19:50,EMBAKASI,"ARREST, BOOKED",FILLMORE ST / PINE ST,36.79286957,-1.309319012,"(37.7879507587225, -122.433648580485)",1.6E+13
160361637,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Tuesday,05/03/2016 00:00,09:39,KAMUKUNJI,NONE,0 Block of TURNER TR,36.85466766,-1.275338705,"(37.756577988934, -122.395229211885)",1.6E+13
160038193,NON-CRIMINAL,LOST PROPERTY,Monday,01/11/2016 00:00,21:00,KIBRA,NONE,TAYLOR ST / OFARRELL ST,36.79286957,-1.309319012,"(37.7859963050476, -122.411328369311)",1.6E+13
160041895,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/15/2016 12:00:00 AM,16:50,ROYSAMBU,"ARREST, BOOKED",QUINTARA ST / 14TH AV,36.86496735,-1.222822808,"(37.7488679961125, -122.470595847264)",1.6E+13
160223792,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,03/17/2016 12:00:00 AM,01:00,ROYSAMBU,NONE,1400 Block of ULLOA ST,36.86496735,-1.222822808,"(37.7414118006317, -122.471804149289)",1.6E+13
160223883,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/17/2016 12:00:00 AM,11:39,KIBRA,NONE,GOLDEN GATE AV / JONES ST,36.79286957,-1.309319012,"(37.7820729312029, -122.412224164736)",1.6E+13
160223924,FRAUD,"CREDIT CARD, THEFT OF",Tuesday,01/12/2016 00:00,13:00,LANGATA,NONE,4500 Block of 17TH ST,36.80488586,-1.351193098,"(37.7619032087253, -122.445851915607)",1.6E+13
160223930,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/17/2016 12:00:00 AM,11:55,KAMUKUNJI,"ARREST, BOOKED",2100 Block of JERROLD AV,36.85466766,-1.275338705,"(37.7445029574704, -122.399584369354)",1.6E+13
160361950,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,04/25/2016 12:00:00 AM,17:30,DAGORETTI,NONE,0 Block of TEHAMA ST,36.82170868,-1.27877108,"(37.7873819795737, -122.39647798117)",1.6E+13
160361972,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,03/10/2016 00:00,08:00,DAGORETTI,UNFOUNDED,0 Block of NEWMONTGOMERY ST,36.82170868,-1.27877108,"(37.7876024687437, -122.400593259668)",1.6E+13
160361972,NON-CRIMINAL,CASE CLOSURE,Thursday,03/10/2016 00:00,08:00,DAGORETTI,UNFOUNDED,0 Block of NEWMONTGOMERY ST,36.82170868,-1.27877108,"(37.7876024687437, -122.400593259668)",1.6E+13
160361988,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,05/03/2016 00:00,11:00,DAGORETTI,NONE,400 Block of 10TH ST,36.82170868,-1.27877108,"(37.7709130566165, -122.410541166987)",1.6E+13
160362061,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,05/03/2016 00:00,11:52,DAGORETTI,NONE,0 Block of 6TH ST,36.82170868,-1.27877108,"(37.7811340568243, -122.409011206639)",1.6E+13
160001645,NON-CRIMINAL,IMPOUNDED VEHICLE,Friday,01/01/2016 00:00,13:55,LANGATA,NONE,1200 Block of HAIGHT ST,36.80488586,-1.351193098,"(37.7706061352855, -122.442678874433)",1.6E+13
160004138,OTHER OFFENSES,RESISTING ARREST,Saturday,01/02/2016 00:00,13:55,DAGORETTI,NONE,600 Block of MARKET ST,36.82170868,-1.27877108,"(37.7889048945911, -122.401655040432)",1.6E+13
160017341,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,01/07/2016 00:00,12:15,DAGORETTI,NONE,0 Block of THE EMBARCADERONORTH ST,36.82170868,-1.27877108,"(37.7833104067015, -122.388379873919)",1.6E+13
160017341,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,01/07/2016 00:00,12:15,DAGORETTI,NONE,0 Block of THE EMBARCADERONORTH ST,36.82170868,-1.27877108,"(37.7833104067015, -122.388379873919)",1.6E+13
160022340,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/08/2016 00:00,23:00,KAMUKUNJI,"ARREST, BOOKED",0 Block of WILLIAMS AV,36.85466766,-1.275338705,"(37.7296135188619, -122.394697591949)",1.6E+13
160022340,ASSAULT,"CHILD, INFLICTING INJURY RESULTING IN TRAUMATIC CONDITION",Friday,01/08/2016 00:00,23:00,KAMUKUNJI,"ARREST, BOOKED",0 Block of WILLIAMS AV,36.85466766,-1.275338705,"(37.7296135188619, -122.394697591949)",1.6E+13
160022356,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016 00:00,23:56,DAGORETTI,NONE,BRYANT ST / 5TH ST,36.82170868,-1.27877108,"(37.7777992290419, -122.400302421513)",1.6E+13
160022362,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,01/08/2016 00:00,22:30,MAKADARA,"ARREST, BOOKED",18TH ST / SOUTH VAN NESS AV,36.87252045,-1.297305824,"(37.7619674218102, -122.417180448635)",1.6E+13
160022390,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016 00:00,22:45,EMBAKASI,NONE,FILBERT ST / FILLMORE ST,36.79286957,-1.309319012,"(37.7980205895825, -122.435679786498)",1.6E+13
160022403,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,01/09/2016 00:00,00:10,WESTLANDS,"ARREST, BOOKED",200 Block of COLUMBUS AV,36.78462982,-1.239984981,"(37.7977588402975, -122.406409965318)",1.6E+13
160815850,ASSAULT,BATTERY,Wednesday,10/05/2016 00:00,10:00,DAGORETTI,NONE,HARRISON ST / HAWTHORNE ST,36.82170868,-1.27877108,"(37.7834404321177, -122.396265814237)",1.61E+13
160823198,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,10/09/2016 00:00,16:57,KAMUKUNJI,"ARREST, BOOKED",MARIPOSA ST / KANSAS ST,36.85466766,-1.275338705,"(37.7634458455499, -122.403416130403)",1.61E+13
